customer_id,created_date,canceled_date,subscription_cost,subscription_interval,was_subscription_paid,is_churned,tenure_days,cohort_month,end_date,months_active,is_paid,signup_month,signup_day,signup_dow,churn_bucket,cancel_month
154911229,2022-09-05,2023-03-12,39,month,Yes,1,188,2022-09,2023-03-12,6,1,9,5,0,7. 181+ days,2023-03
154518837,2022-09-05,2023-01-03,39,month,Yes,1,120,2022-09,2023-01-03,4,1,9,5,0,6. 91-180 days,2023-01
154910009,2022-09-05,2023-02-08,39,month,Yes,1,156,2022-09,2023-02-08,5,1,9,5,0,6. 91-180 days,2023-02
154911693,2022-09-05,2023-02-08,39,month,Yes,1,156,2022-09,2023-02-08,5,1,9,5,0,6. 91-180 days,2023-02
154894177,2022-09-05,2022-12-12,39,month,Yes,1,98,2022-09,2022-12-12,3,1,9,5,0,6. 91-180 days,2022-12
154494026,2022-09-05,2022-12-12,39,month,Yes,1,98,2022-09,2022-12-12,3,1,9,5,0,6. 91-180 days,2022-12
154245189,2022-09-05,2022-11-26,39,month,Yes,1,82,2022-09,2022-11-26,2,1,9,5,0,5. 61-90 days,2022-11
154604182,2022-09-05,2022-10-19,39,month,Yes,1,44,2022-09,2022-10-19,1,1,9,5,0,4. 31-60 days,2022-10
154711552,2022-09-05,2022-10-05,39,month,Yes,1,30,2022-09,2022-10-05,1,1,9,5,0,3. 15-30 days,2022-10
154827564,2022-09-05,2022-10-09,39,month,Yes,1,34,2022-09,2022-10-09,1,1,9,5,0,4. 31-60 days,2022-10
143581543,2022-09-05,2022-10-12,39,month,Yes,1,37,2022-09,2022-10-12,1,1,9,5,0,4. 31-60 days,2022-10
154867798,2022-09-05,2022-10-05,39,month,Yes,1,30,2022-09,2022-10-05,1,1,9,5,0,3. 15-30 days,2022-10
154863996,2022-09-05,2022-09-09,39,month,Yes,1,4,2022-09,2022-09-09,0,1,9,5,0,1. 0-7 days,2022-09
154923423,2022-09-06,,39,month,Yes,0,367,2022-09,2023-09-08,12,1,9,6,1,8. 365+ days,
134664128,2022-09-06,,39,month,Yes,0,367,2022-09,2023-09-08,12,1,9,6,1,8. 365+ days,
154828806,2022-09-06,2022-11-20,39,month,Yes,1,75,2022-09,2022-11-20,2,1,9,6,1,5. 61-90 days,2022-11
154934030,2022-09-06,2022-11-13,39,month,Yes,1,68,2022-09,2022-11-13,2,1,9,6,1,5. 61-90 days,2022-11
153671424,2022-09-06,2022-10-13,39,month,Yes,1,37,2022-09,2022-10-13,1,1,9,6,1,4. 31-60 days,2022-10
154693818,2022-09-06,2022-10-13,39,month,Yes,1,37,2022-09,2022-10-13,1,1,9,6,1,4. 31-60 days,2022-10
154110938,2022-09-06,2022-09-26,39,month,Yes,1,20,2022-09,2022-09-26,0,1,9,6,1,3. 15-30 days,2022-09
154809306,2022-09-06,2022-09-28,39,month,Yes,1,22,2022-09,2022-09-28,0,1,9,6,1,3. 15-30 days,2022-09
154537244,2022-09-07,,39,month,Yes,0,366,2022-09,2023-09-08,12,1,9,7,2,8. 365+ days,
154163218,2022-09-07,,39,month,Yes,0,366,2022-09,2023-09-08,12,1,9,7,2,8. 365+ days,
129467426,2022-09-07,2023-05-25,39,month,Yes,1,260,2022-09,2023-05-25,8,1,9,7,2,7. 181+ days,2023-05
152498330,2022-09-07,2023-02-22,39,month,Yes,1,168,2022-09,2023-02-22,5,1,9,7,2,6. 91-180 days,2023-02
125335731,2022-09-07,2022-09-14,39,month,Yes,1,7,2022-09,2022-09-14,0,1,9,7,2,1. 0-7 days,2022-09
155113805,2022-09-08,,39,month,Yes,0,365,2022-09,2023-09-08,12,1,9,8,3,7. 181+ days,
148864769,2022-09-08,2022-10-28,39,month,Yes,1,50,2022-09,2022-10-28,1,1,9,8,3,4. 31-60 days,2022-10
123850281,2022-09-08,2022-10-15,39,month,Yes,1,37,2022-09,2022-10-15,1,1,9,8,3,4. 31-60 days,2022-10
155167073,2022-09-08,2022-10-06,39,month,Yes,1,28,2022-09,2022-10-06,1,1,9,8,3,3. 15-30 days,2022-10
153684891,2022-09-08,2022-09-09,39,month,Yes,1,1,2022-09,2022-09-09,0,1,9,8,3,1. 0-7 days,2022-09
131277340,2022-09-09,2023-03-01,39,month,Yes,1,173,2022-09,2023-03-01,6,1,9,9,4,6. 91-180 days,2023-03
152027172,2022-09-09,2022-12-02,39,month,Yes,1,84,2022-09,2022-12-02,3,1,9,9,4,5. 61-90 days,2022-12
155212612,2022-09-09,2022-11-03,39,month,Yes,1,55,2022-09,2022-11-03,2,1,9,9,4,4. 31-60 days,2022-11
155188498,2022-09-09,2022-10-09,39,month,Yes,1,30,2022-09,2022-10-09,1,1,9,9,4,3. 15-30 days,2022-10
155145336,2022-09-09,2022-10-03,39,month,Yes,1,24,2022-09,2022-10-03,1,1,9,9,4,3. 15-30 days,2022-10
152506474,2022-09-09,2022-10-16,39,month,Yes,1,37,2022-09,2022-10-16,1,1,9,9,4,4. 31-60 days,2022-10
118029150,2022-09-09,2023-08-16,39,month,Yes,1,341,2022-09,2023-08-16,11,1,9,9,4,7. 181+ days,2023-08
155245796,2022-09-10,,39,month,Yes,0,363,2022-09,2023-09-08,12,1,9,10,5,7. 181+ days,
155326259,2022-09-10,2023-02-21,39,month,Yes,1,164,2022-09,2023-02-21,5,1,9,10,5,6. 91-180 days,2023-02
155311918,2022-09-10,2022-12-12,39,month,Yes,1,93,2022-09,2022-12-12,3,1,9,10,5,6. 91-180 days,2022-12
154391473,2022-09-10,2022-10-12,39,month,Yes,1,32,2022-09,2022-10-12,1,1,9,10,5,4. 31-60 days,2022-10
155283495,2022-09-10,2022-10-08,39,month,Yes,1,28,2022-09,2022-10-08,1,1,9,10,5,3. 15-30 days,2022-10
154597373,2022-09-10,2022-10-06,39,month,Yes,1,26,2022-09,2022-10-06,1,1,9,10,5,3. 15-30 days,2022-10
155370310,2022-09-11,2023-05-16,39,month,Yes,1,247,2022-09,2023-05-16,8,1,9,11,6,7. 181+ days,2023-05
155289120,2022-09-11,2023-02-15,39,month,Yes,1,157,2022-09,2023-02-15,5,1,9,11,6,6. 91-180 days,2023-02
155351408,2022-09-11,2022-12-11,39,month,Yes,1,91,2022-09,2022-12-11,3,1,9,11,6,6. 91-180 days,2022-12
155336773,2022-09-11,2022-12-24,39,month,Yes,1,104,2022-09,2022-12-24,3,1,9,11,6,6. 91-180 days,2022-12
155017581,2022-09-11,2022-11-02,39,month,Yes,1,52,2022-09,2022-11-02,2,1,9,11,6,4. 31-60 days,2022-11
154401329,2022-09-11,2022-10-15,39,month,Yes,1,34,2022-09,2022-10-15,1,1,9,11,6,4. 31-60 days,2022-10
155334828,2022-09-11,2022-10-11,39,month,Yes,1,30,2022-09,2022-10-11,1,1,9,11,6,3. 15-30 days,2022-10
154815431,2022-09-11,2022-09-11,39,month,Yes,1,0,2022-09,2022-09-11,0,1,9,11,6,,2022-09
155343938,2022-09-11,2023-08-18,39,month,Yes,1,341,2022-09,2023-08-18,11,1,9,11,6,7. 181+ days,2023-08
152436458,2022-09-12,2022-09-12,39,month,Yes,1,0,2022-09,2022-09-12,0,1,9,12,0,,2022-09
154689541,2022-09-12,2022-09-13,39,month,No,1,1,2022-09,2022-09-13,0,0,9,12,0,1. 0-7 days,2022-09
155425695,2022-09-12,2022-10-19,39,month,Yes,1,37,2022-09,2022-10-19,1,1,9,12,0,4. 31-60 days,2022-10
152698255,2022-09-12,2022-10-12,39,month,Yes,1,30,2022-09,2022-10-12,1,1,9,12,0,3. 15-30 days,2022-10
155406449,2022-09-13,2023-08-27,39,month,Yes,1,348,2022-09,2023-08-27,11,1,9,13,1,7. 181+ days,2023-08
137338480,2022-09-13,2022-09-14,39,month,Yes,1,1,2022-09,2022-09-14,0,1,9,13,1,1. 0-7 days,2022-09
155508519,2022-09-13,2022-10-23,39,month,Yes,1,40,2022-09,2022-10-23,1,1,9,13,1,4. 31-60 days,2022-10
155463846,2022-09-13,2022-10-03,39,month,Yes,1,20,2022-09,2022-10-03,1,1,9,13,1,3. 15-30 days,2022-10
122335220,2022-09-13,2022-09-17,39,month,Yes,1,4,2022-09,2022-09-17,0,1,9,13,1,1. 0-7 days,2022-09
155460904,2022-09-13,2023-06-14,39,month,Yes,1,274,2022-09,2023-06-14,9,1,9,13,1,7. 181+ days,2023-06
155534484,2022-09-14,2022-09-15,39,month,No,1,1,2022-09,2022-09-15,0,0,9,14,2,1. 0-7 days,2022-09
155465332,2022-09-14,2023-03-06,39,month,Yes,1,173,2022-09,2023-03-06,6,1,9,14,2,6. 91-180 days,2023-03
155562517,2022-09-14,2022-12-07,39,month,Yes,1,84,2022-09,2022-12-07,3,1,9,14,2,5. 61-90 days,2022-12
153577096,2022-09-14,2022-10-21,39,month,Yes,1,37,2022-09,2022-10-21,1,1,9,14,2,4. 31-60 days,2022-10
154937101,2022-09-15,,39,month,Yes,0,358,2022-09,2023-09-08,12,1,9,15,3,7. 181+ days,
144968444,2022-09-15,2022-09-15,39,month,No,1,0,2022-09,2022-09-15,0,0,9,15,3,,2022-09
155270889,2022-09-15,2023-03-06,39,month,Yes,1,172,2022-09,2023-03-06,6,1,9,15,3,6. 91-180 days,2023-03
155601465,2022-09-15,2023-06-01,39,month,Yes,1,259,2022-09,2023-06-01,9,1,9,15,3,7. 181+ days,2023-06
154045370,2022-09-15,2022-11-28,39,month,Yes,1,74,2022-09,2022-11-28,2,1,9,15,3,5. 61-90 days,2022-11
155612742,2022-09-15,2022-11-08,39,month,Yes,1,54,2022-09,2022-11-08,2,1,9,15,3,4. 31-60 days,2022-11
155621162,2022-09-15,2022-11-14,39,month,Yes,1,60,2022-09,2022-11-14,2,1,9,15,3,4. 31-60 days,2022-11
154904040,2022-09-15,2022-10-22,39,month,Yes,1,37,2022-09,2022-10-22,1,1,9,15,3,4. 31-60 days,2022-10
150810434,2022-09-15,2022-10-12,39,month,Yes,1,27,2022-09,2022-10-12,1,1,9,15,3,3. 15-30 days,2022-10
150825802,2022-09-15,2022-10-13,39,month,Yes,1,28,2022-09,2022-10-13,1,1,9,15,3,3. 15-30 days,2022-10
151907203,2022-09-15,2022-10-11,39,month,Yes,1,26,2022-09,2022-10-11,1,1,9,15,3,3. 15-30 days,2022-10
149595273,2022-09-15,2022-09-29,39,month,Yes,1,14,2022-09,2022-09-29,0,1,9,15,3,2. 8-14 days,2022-09
155596960,2022-09-15,2022-09-23,39,month,Yes,1,8,2022-09,2022-09-23,0,1,9,15,3,2. 8-14 days,2022-09
155192606,2022-09-16,,39,month,Yes,0,357,2022-09,2023-09-08,12,1,9,16,4,7. 181+ days,
129111644,2022-09-16,2023-03-23,39,month,Yes,1,188,2022-09,2023-03-23,6,1,9,16,4,7. 181+ days,2023-03
155426674,2022-09-16,2023-04-10,39,month,Yes,1,206,2022-09,2023-04-10,7,1,9,16,4,7. 181+ days,2023-04
154389303,2022-09-16,2023-01-05,39,month,Yes,1,111,2022-09,2023-01-05,4,1,9,16,4,6. 91-180 days,2023-01
155671632,2022-09-16,2022-12-22,39,month,Yes,1,97,2022-09,2022-12-22,3,1,9,16,4,6. 91-180 days,2022-12
155663101,2022-09-16,2022-10-04,39,month,Yes,1,18,2022-09,2022-10-04,1,1,9,16,4,3. 15-30 days,2022-10
152084572,2022-09-17,,39,month,Yes,0,356,2022-09,2023-09-08,12,1,9,17,5,7. 181+ days,
155783230,2022-09-17,2023-05-12,39,month,Yes,1,237,2022-09,2023-05-12,8,1,9,17,5,7. 181+ days,2023-05
155714315,2022-09-17,2023-01-14,39,month,Yes,1,119,2022-09,2023-01-14,4,1,9,17,5,6. 91-180 days,2023-01
155774393,2022-09-17,2022-10-18,39,month,Yes,1,31,2022-09,2022-10-18,1,1,9,17,5,4. 31-60 days,2022-10
152901090,2022-09-18,2023-01-25,39,month,Yes,1,129,2022-09,2023-01-25,4,1,9,18,6,6. 91-180 days,2023-01
147029752,2022-09-18,2022-11-21,39,month,Yes,1,64,2022-09,2022-11-21,2,1,9,18,6,5. 61-90 days,2022-11
155809043,2022-09-18,2022-12-08,39,month,Yes,1,81,2022-09,2022-12-08,3,1,9,18,6,5. 61-90 days,2022-12
155180991,2022-09-18,2022-11-12,39,month,Yes,1,55,2022-09,2022-11-12,2,1,9,18,6,4. 31-60 days,2022-11
155713732,2022-09-18,2022-09-30,39,month,Yes,1,12,2022-09,2022-09-30,0,1,9,18,6,2. 8-14 days,2022-09
155204060,2022-09-18,2022-10-17,39,month,Yes,1,29,2022-09,2022-10-17,1,1,9,18,6,3. 15-30 days,2022-10
136817161,2022-09-19,2022-10-17,39,month,No,1,28,2022-09,2022-10-17,1,0,9,19,0,3. 15-30 days,2022-10
126212861,2022-09-19,2022-09-19,39,month,Yes,1,0,2022-09,2022-09-19,0,1,9,19,0,,2022-09
155265877,2022-09-19,2023-02-10,39,month,Yes,1,144,2022-09,2023-02-10,5,1,9,19,0,6. 91-180 days,2023-02
155916753,2022-09-19,2023-02-19,39,month,Yes,1,153,2022-09,2023-02-19,5,1,9,19,0,6. 91-180 days,2023-02
155927984,2022-09-19,2022-12-17,39,month,Yes,1,89,2022-09,2022-12-17,3,1,9,19,0,5. 61-90 days,2022-12
155876104,2022-09-19,2022-12-14,39,month,Yes,1,86,2022-09,2022-12-14,3,1,9,19,0,5. 61-90 days,2022-12
155733164,2022-09-19,2022-09-19,39,month,Yes,1,0,2022-09,2022-09-19,0,1,9,19,0,,2022-09
153832728,2022-09-19,2022-10-18,39,month,Yes,1,29,2022-09,2022-10-18,1,1,9,19,0,3. 15-30 days,2022-10
155876188,2022-09-19,2022-10-20,39,month,Yes,1,31,2022-09,2022-10-20,1,1,9,19,0,4. 31-60 days,2022-10
150687940,2022-09-19,2022-10-18,39,month,Yes,1,29,2022-09,2022-10-18,1,1,9,19,0,3. 15-30 days,2022-10
155967446,2022-09-20,,39,month,Yes,0,353,2022-09,2023-09-08,12,1,9,20,1,7. 181+ days,
155687378,2022-09-20,2023-03-27,39,month,Yes,1,188,2022-09,2023-03-27,6,1,9,20,1,7. 181+ days,2023-03
156020667,2022-09-20,2023-05-09,39,month,Yes,1,231,2022-09,2023-05-09,8,1,9,20,1,7. 181+ days,2023-05
155869412,2022-09-20,2022-12-21,39,month,Yes,1,92,2022-09,2022-12-21,3,1,9,20,1,6. 91-180 days,2022-12
156042204,2022-09-20,2022-11-08,39,month,Yes,1,49,2022-09,2022-11-08,2,1,9,20,1,4. 31-60 days,2022-11
153568990,2022-09-20,2022-09-30,39,month,Yes,1,10,2022-09,2022-09-30,0,1,9,20,1,2. 8-14 days,2022-09
155327111,2022-09-20,2022-10-31,39,month,Yes,1,41,2022-09,2022-10-31,1,1,9,20,1,4. 31-60 days,2022-10
155270521,2022-09-20,2023-08-08,39,month,Yes,1,322,2022-09,2023-08-08,11,1,9,20,1,7. 181+ days,2023-08
155991618,2022-09-21,2023-06-28,39,month,Yes,1,280,2022-09,2023-06-28,9,1,9,21,2,7. 181+ days,2023-06
156045144,2022-09-21,2022-12-06,39,month,Yes,1,76,2022-09,2022-12-06,3,1,9,21,2,5. 61-90 days,2022-12
155439932,2022-09-21,2022-11-14,39,month,Yes,1,54,2022-09,2022-11-14,2,1,9,21,2,4. 31-60 days,2022-11
152674430,2022-09-21,2022-10-03,39,month,Yes,1,12,2022-09,2022-10-03,1,1,9,21,2,2. 8-14 days,2022-10
156135106,2022-09-22,,39,month,Yes,0,351,2022-09,2023-09-08,12,1,9,22,3,7. 181+ days,
156185490,2022-09-22,2023-05-02,39,month,Yes,1,222,2022-09,2023-05-02,8,1,9,22,3,7. 181+ days,2023-05
156180312,2022-09-22,2022-11-15,39,month,Yes,1,54,2022-09,2022-11-15,2,1,9,22,3,4. 31-60 days,2022-11
151263484,2022-09-22,2022-10-29,39,month,Yes,1,37,2022-09,2022-10-29,1,1,9,22,3,4. 31-60 days,2022-10
156008989,2022-09-22,2022-10-21,39,month,Yes,1,29,2022-09,2022-10-21,1,1,9,22,3,3. 15-30 days,2022-10
147687218,2022-09-22,2022-10-29,39,month,Yes,1,37,2022-09,2022-10-29,1,1,9,22,3,4. 31-60 days,2022-10
156235650,2022-09-23,,39,month,Yes,0,350,2022-09,2023-09-08,12,1,9,23,4,7. 181+ days,
131128612,2022-09-23,2023-01-16,39,month,Yes,1,115,2022-09,2023-01-16,4,1,9,23,4,6. 91-180 days,2023-01
156198840,2022-09-23,2023-01-21,39,month,Yes,1,120,2022-09,2023-01-21,4,1,9,23,4,6. 91-180 days,2023-01
144166296,2022-09-23,2022-10-19,39,month,Yes,1,26,2022-09,2022-10-19,1,1,9,23,4,3. 15-30 days,2022-10
136108848,2022-09-23,2022-11-30,39,month,Yes,1,68,2022-09,2022-11-30,2,1,9,23,4,5. 61-90 days,2022-11
156225482,2022-09-23,2022-10-14,39,month,Yes,1,21,2022-09,2022-10-14,1,1,9,23,4,3. 15-30 days,2022-10
156209360,2022-09-23,2022-10-30,39,month,Yes,1,37,2022-09,2022-10-30,1,1,9,23,4,4. 31-60 days,2022-10
153492199,2022-09-24,2022-12-01,39,month,Yes,1,68,2022-09,2022-12-01,3,1,9,24,5,5. 61-90 days,2022-12
156127439,2022-09-24,2022-11-01,39,month,Yes,1,38,2022-09,2022-11-01,2,1,9,24,5,4. 31-60 days,2022-11
156197748,2022-09-24,2022-10-26,39,month,Yes,1,32,2022-09,2022-10-26,1,1,9,24,5,4. 31-60 days,2022-10
156292980,2022-09-25,,39,month,Yes,0,348,2022-09,2023-09-08,12,1,9,25,6,7. 181+ days,
129284681,2022-09-25,2022-11-01,39,month,Yes,1,37,2022-09,2022-11-01,2,1,9,25,6,4. 31-60 days,2022-11
156249750,2022-09-25,2022-11-02,39,month,Yes,1,38,2022-09,2022-11-02,2,1,9,25,6,4. 31-60 days,2022-11
155143974,2022-09-25,2022-11-18,39,month,Yes,1,54,2022-09,2022-11-18,2,1,9,25,6,4. 31-60 days,2022-11
151354965,2022-09-25,2022-10-29,39,month,Yes,1,34,2022-09,2022-10-29,1,1,9,25,6,4. 31-60 days,2022-10
156178486,2022-09-25,2022-10-24,39,month,Yes,1,29,2022-09,2022-10-24,1,1,9,25,6,3. 15-30 days,2022-10
132314522,2022-09-26,2022-12-04,39,month,Yes,1,69,2022-09,2022-12-04,3,1,9,26,0,5. 61-90 days,2022-12
152505897,2022-09-26,2023-04-07,39,month,Yes,1,193,2022-09,2023-04-07,7,1,9,26,0,7. 181+ days,2023-04
151086770,2022-09-26,2023-01-23,39,month,Yes,1,119,2022-09,2023-01-23,4,1,9,26,0,6. 91-180 days,2023-01
148713821,2022-09-26,2023-02-10,39,month,Yes,1,137,2022-09,2023-02-10,5,1,9,26,0,6. 91-180 days,2023-02
146422602,2022-09-26,2022-11-03,39,month,Yes,1,38,2022-09,2022-11-03,2,1,9,26,0,4. 31-60 days,2022-11
156460574,2022-09-26,2022-11-17,39,month,Yes,1,52,2022-09,2022-11-17,2,1,9,26,0,4. 31-60 days,2022-11
156364063,2022-09-26,2022-11-14,39,month,Yes,1,49,2022-09,2022-11-14,2,1,9,26,0,4. 31-60 days,2022-11
149139298,2022-09-26,2022-10-26,39,month,Yes,1,30,2022-09,2022-10-26,1,1,9,26,0,3. 15-30 days,2022-10
156371514,2022-09-26,2022-10-24,39,month,Yes,1,28,2022-09,2022-10-24,1,1,9,26,0,3. 15-30 days,2022-10
156423167,2022-09-27,2023-01-18,39,month,Yes,1,113,2022-09,2023-01-18,4,1,9,27,1,6. 91-180 days,2023-01
155199164,2022-09-27,2023-01-03,39,month,Yes,1,98,2022-09,2023-01-03,4,1,9,27,1,6. 91-180 days,2023-01
156373191,2022-09-27,2022-12-28,39,month,Yes,1,92,2022-09,2022-12-28,3,1,9,27,1,6. 91-180 days,2022-12
156517374,2022-09-27,2022-09-27,39,month,Yes,1,0,2022-09,2022-09-27,0,1,9,27,1,,2022-09
156032089,2022-09-28,,39,month,Yes,0,345,2022-09,2023-09-08,12,1,9,28,2,7. 181+ days,
154563706,2022-09-28,2023-03-25,39,month,Yes,1,178,2022-09,2023-03-25,6,1,9,28,2,6. 91-180 days,2023-03
124481723,2022-09-28,2022-11-22,39,month,Yes,1,55,2022-09,2022-11-22,2,1,9,28,2,4. 31-60 days,2022-11
146861757,2022-09-28,2022-12-22,39,month,Yes,1,85,2022-09,2022-12-22,3,1,9,28,2,5. 61-90 days,2022-12
152476124,2022-09-28,2022-11-28,39,month,Yes,1,61,2022-09,2022-11-28,2,1,9,28,2,5. 61-90 days,2022-11
156192628,2022-09-28,2022-11-20,39,month,Yes,1,53,2022-09,2022-11-20,2,1,9,28,2,4. 31-60 days,2022-11
152109538,2022-09-28,2022-10-19,39,month,Yes,1,21,2022-09,2022-10-19,1,1,9,28,2,3. 15-30 days,2022-10
156659071,2022-09-28,2022-09-29,39,month,Yes,1,1,2022-09,2022-09-29,0,1,9,28,2,1. 0-7 days,2022-09
156717075,2022-09-29,2023-04-14,39,month,Yes,1,197,2022-09,2023-04-14,7,1,9,29,3,7. 181+ days,2023-04
156715443,2022-09-29,2022-12-29,39,month,Yes,1,91,2022-09,2022-12-29,3,1,9,29,3,6. 91-180 days,2022-12
147656952,2022-09-29,2022-12-28,39,month,Yes,1,90,2022-09,2022-12-28,3,1,9,29,3,5. 61-90 days,2022-12
152918862,2022-09-29,2022-11-20,39,month,Yes,1,52,2022-09,2022-11-20,2,1,9,29,3,4. 31-60 days,2022-11
146866890,2022-09-29,2022-10-24,39,month,Yes,1,25,2022-09,2022-10-24,1,1,9,29,3,3. 15-30 days,2022-10
151735444,2022-09-30,,39,month,Yes,0,343,2022-09,2023-09-08,12,1,9,30,4,7. 181+ days,
155608371,2022-09-30,2022-10-01,39,month,No,1,1,2022-09,2022-10-01,1,0,9,30,4,1. 0-7 days,2022-10
156809544,2022-09-30,2023-03-28,39,month,Yes,1,179,2022-09,2023-03-28,6,1,9,30,4,6. 91-180 days,2023-03
156813288,2022-09-30,2023-05-20,39,month,Yes,1,232,2022-09,2023-05-20,8,1,9,30,4,7. 181+ days,2023-05
156817946,2022-09-30,2023-06-03,39,month,Yes,1,246,2022-09,2023-06-03,9,1,9,30,4,7. 181+ days,2023-06
156194905,2022-09-30,2023-04-06,39,month,Yes,1,188,2022-09,2023-04-06,7,1,9,30,4,7. 181+ days,2023-04
